# Reaction HUMAnN v4.0.0.alpha.1	SRR7947168	SRR7947171	SRR7947175	SRR7947187
RXN0-6998		5.69461e-05		5.75189e-05
3.1.11.3-RXN		5.65775e-05		
GLUTAMATE-FORMIMINOTRANSFERASE-RXN		5.52121e-05		3.46415e-05
RXN-20716		5.52121e-05		3.46415e-05
RXN-17954		5.47181e-05		
RXN-17957		5.47181e-05		
RXN0-6732		5.47181e-05		
5.1.1.11-RXN		5.36739e-05		
DARABKIN-RXN		5.31419e-05		5.13737e-05
FUCULOKIN-RXN		5.31419e-05		5.13737e-05
SPERMINE-SYNTHASE-RXN		5.27374e-05		
S-FORMYLGLUTATHIONE-HYDROLASE-RXN		5.00213e-05	1.62983e-05	
RXN-13195		4.98786e-05		
PGLUCONDEHYDRAT-RXN		4.89975e-05		2.1731e-05
LEUCYLTRANSFERASE-RXN		4.61753e-05	5.55393e-05	
RXN-17846		4.61753e-05	5.55393e-05	
RXN-17847		4.61753e-05	5.55393e-05	
RXN-17848		4.61753e-05	5.55393e-05	
1.8.4.13-RXN		4.31285e-05		2.08779e-05
1.4.1.11-RXN		4.26922e-05		
3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN		4.07516e-05		
3.2.2.22-RXN		4.05155e-05		
CITRYLY-RXN		3.95978e-05		3.07199e-05
RXN-7929		3.95978e-05		3.07199e-05
CARNITINE-O-PALMITOYLTRANSFERASE-RXN		3.85926e-05		2.48719e-05
RXN-18370		3.85926e-05		2.48719e-05
RXN-18371		3.85926e-05		2.48719e-05
RXN-18372		3.85926e-05		2.48719e-05
RXN-18373		3.85926e-05		2.48719e-05
RXN-21778		3.85926e-05		2.48719e-05
RXN-9918		3.85926e-05		2.48719e-05
1.3.1.20-RXN		3.80881e-05		
RXN-11835		3.73956e-05	3.68517e-05	0.000163886
RR-BUTANEDIOL-DEHYDROGENASE-RXN		3.68051e-05		
13-PROPANEDIOL-DEHYDROGENASE-RXN		3.65742e-05		
ACYLGPEACYLTRANS-RXN		3.64597e-05		2.91503e-05
3.2.1.91-RXN		3.43129e-05	2.8205e-05	
RXN-12305		3.43129e-05	2.8205e-05	
2.4.1.174-RXN		3.33826e-05		
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN		3.25558e-05	1.32037e-05	4.14207e-05
RXN-12160		3.25558e-05	1.32037e-05	4.14207e-05
RXN-9225		3.25558e-05	1.32037e-05	4.14207e-05
RXN-9233		3.25558e-05	1.32037e-05	4.14207e-05
RXN-9240		3.25558e-05	1.32037e-05	4.14207e-05
RXN-9380		3.1163e-05		1.83255e-05
PROTOPORGENOXI-RXN		2.96313e-05		8.20387e-05
3.8.1.8-RXN		2.87777e-05		
3.2.1.24-RXN		2.72524e-05	4.0147e-06	5.7673e-05
RXN-18913		2.72524e-05	4.0147e-06	5.7673e-05
5.4.99.15-RXN		2.57663e-05	8.47416e-06	
CITC-RXN		2.43998e-05	8.51696e-05	
RXN-12735		2.34035e-05		
RXN0-5418		2.02226e-05		
LYSDECARBOX-RXN		1.77848e-05	3.69866e-05	8.62932e-05
RXN-11236		1.30955e-05	4.49961e-05	3.55318e-05
RXN-16471		1.30955e-05	4.49961e-05	3.55318e-05
RXN-21815		1.30955e-05	4.49961e-05	3.55318e-05
RXN0-3501		1.30955e-05	4.49961e-05	3.55318e-05
RXN0-6369		1.30955e-05	4.49961e-05	3.55318e-05
RXN0-7124		1.30955e-05	4.49961e-05	3.55318e-05
RXN0-5229		1.28359e-05		
RXN-12618		1.23203e-05		
RXN-13675		1.23203e-05		
RXN-19572		1.23203e-05		
RXN-19574		1.23203e-05		
RXN-19578		1.23203e-05		
RXN-19602		1.23203e-05		
RXN-19604		1.23203e-05		
RXN-19607		1.23203e-05		
RXN-19608		1.23203e-05		
RXN-19627		1.23203e-05		
RXN-19732		1.23203e-05		
RXN-6641		1.23203e-05		
RXN-12124			0.000214943	
RXN-13682			0.000214943	
RXN-21463			0.000214943	
RIBOFLAVIN-SYN-RXN			0.000165348	
2.3.1.41-RXN			0.000121878	7.93176e-05
RXN-20947			0.000121878	7.93176e-05
RXN-9632			0.000121878	7.93176e-05
RXN-9648			0.000121878	7.93176e-05
RXN-9650			0.000121878	7.93176e-05
RXN-9651			0.000121878	7.93176e-05
RXN-9652			0.000121878	7.93176e-05
RXN-9653			0.000121878	7.93176e-05
RXN-9654			0.000121878	7.93176e-05
RXN1G-368			0.000121878	7.93176e-05
RXN1G-445			0.000121878	7.93176e-05
2.4.1.54-RXN			0.000118885	
RXN-9290			9.17921e-05	
D-LYXOSE-KETOL-ISOMERASE-RXN			9.09002e-05	
RXN-14142			8.88214e-05	6.47372e-05
RXN-14143			8.88214e-05	6.47372e-05
RXN-14161			8.88214e-05	6.47372e-05
RXN0-3741			8.88214e-05	6.47372e-05
RXN0-5292			8.88214e-05	6.47372e-05
L-RHAMNOSE-1-DEHYDROGENASE-RXN			8.62708e-05	
RXN-11845			8.56147e-05	0.000197217
RXN-15138			8.28718e-05	1.85341e-05
N-ACETYLDIAMINOPIMELATE-DEACETYLASE-RXN			8.19862e-05	5.47044e-05
4.1.1.82-RXN			7.84901e-05	
RXN-18197			7.76717e-05	
RXN-2202			7.76717e-05	
RXNQT-4163			7.76717e-05	
RXNQT-4166			7.76717e-05	
RXNQT-4169			7.76717e-05	
RXNQT-4172			7.76717e-05	
RXNQT-4175			7.76717e-05	
PEROXID-RXN			7.75271e-05	
RXN-14240			7.75271e-05	
RXN-15288			7.75271e-05	
RXN-17352			7.75271e-05	
RXN-19129			7.75271e-05	
RXN-8635			7.75271e-05	
3-OXOACID-COA-TRANSFERASE-RXN			7.44705e-05	
RXNI-2			7.44705e-05	
DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN			7.26204e-05	
MYO-INOSITOL-1-KINASE-RXN			7.21636e-05	2.4583e-05
ALKYLGLYCERONE-PHOSPHATE-SYNTHASE-RXN			7.18837e-05	
NITRIC-OXIDE-SYNTHASE-RXN			6.95401e-05	
PRODISULFREDUCT-RXN			6.87067e-05	
RXN-19629			6.87067e-05	
5.3.4.1-RXN			6.51933e-05	
CARBODEHYDRAT-RXN			6.05569e-05	0.000100672
RXN0-5224			6.05569e-05	0.000100672
ADP-RIBOSYLARGININE-HYDROLASE-RXN			5.85491e-05	
RXN-8732			5.85491e-05	
GLUTACONATE-COA-TRANSFERASE-RXN			5.75663e-05	
RXN-1082			5.75663e-05	
3.1.1.74-RXN			5.64077e-05	6.13507e-05
RXN-13277			5.59708e-05	
RXN0-4341			5.47981e-05	0.000129061
RXN-11691			5.03246e-05	
DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN			5.02698e-05	5.39052e-05
RXN0-6565			5.02698e-05	5.39052e-05
1.1.1.263-RXN			4.74133e-05	
5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN			4.60804e-05	
RXN-12239			4.60804e-05	
RXN-14304			4.60804e-05	
R162-RXN			4.53518e-05	
RXN-8953			4.26543e-05	
3.4.13.21-RXN			4.11993e-05	
STREPTOMYCIN-3-ADENYLYLTRANSFERASE-RXN			4.11255e-05	6.93967e-05
RXN-15298			4.02597e-05	
RXN-8807			3.96091e-05	
3.4.23.43-RXN			3.9415e-05	0.000123526
RNA-3-PHOSPHATE-CYCLASE-RXN			3.86331e-05	
RXN-13908			3.77435e-05	
RXN-14206			3.77435e-05	
325-BISPHOSPHATE-NUCLEOTIDASE-RXN			3.6572e-05	4.42803e-05
3.1.4.10-RXN			3.62086e-05	
1.1.1.51-RXN			3.58697e-05	
3.2.1.6-RXN			3.50887e-05	
1.1.1.39-RXN			3.49454e-05	5.22445e-05
UNDECAPRENOL-KINASE-RXN			3.45603e-05	0.000191461
CHLORIDE-PEROXIDASE-RXN			3.37471e-05	3.96367e-05
2.8.3.10-RXN			3.30226e-05	
CITTRANS-RXN			3.30226e-05	
3.2.1.33-RXN			3.28768e-05	
PROTOHEMEFERROCHELAT-RXN			3.20617e-05	
RXN-15710			3.19357e-05	
RXN0-5304			3.19357e-05	
RXN0-5433			3.16089e-05	2.91945e-05
RXN-7573			3.13571e-05	
RXN-15946			3.11794e-05	
RXN-11487			3.10646e-05	
RXN-11962			3.10646e-05	
RXN-14176			3.10646e-05	
R212-RXN			3.09273e-05	
R213-RXN			3.09273e-05	
R216-RXN			3.09273e-05	
R217-RXN			3.09273e-05	
RXN-13722			3.09273e-05	
TRANS-RXN0-454			3.0461e-05	
TYROSINE-23-AMINOMUTASE-RXN			3.03545e-05	
RXN-13276			3.01878e-05	
1.2.7.4-RXN			3.00367e-05	0.000140579
R341-RXN			2.97843e-05	5.64716e-05
RXN-21228			2.9631e-05	
1.1.1.222-RXN			2.93453e-05	
RXN-7632			2.93453e-05	
3.1.26.12-RXN			2.88871e-05	0.000202571
RXN0-6478			2.88871e-05	0.000202571
RXN0-6485			2.88871e-05	0.000202571
RXN0-6521			2.88871e-05	0.000202571
RXN0-6522			2.88871e-05	0.000202571
RXN0-6523			2.88871e-05	0.000202571
CEREBROSIDE-SULFATASE-RXN			2.87569e-05	
R346-RXN			2.83309e-05	
3.2.2.24-RXN			2.82591e-05	
GLUCOSAMINEPNACETYLTRANS-RXN			2.81226e-05	
RXN-8930			2.67151e-05	
3.6.3.3-RXN			2.64989e-05	
3.6.3.41-RXN			2.61964e-05	2.95614e-05
TRANS-RXN-397			2.61964e-05	2.95614e-05
TRANS-RXN0-162			2.61964e-05	2.95614e-05
RXN-19355			2.60773e-05	
RXN0-5073			2.47819e-05	
RXN0-5074			2.47819e-05	
ADENYLYLSULFATE-REDUCTASE-RXN			2.46224e-05	
RXN-16247			2.40042e-05	3.86947e-05
RXN-17363			2.36435e-05	3.60579e-05
RXN-19774			2.36435e-05	3.60579e-05
L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN			2.31331e-05	0.000116099
1.3.1.54-RXN			2.25652e-05	
5.1.99.4-RXN			2.2323e-05	
RXN-17645			2.2323e-05	
RXN-9797			2.2323e-05	
RXN-9845			2.2323e-05	
PHENOL-2-MONOOXYGENASE-RXN			2.20233e-05	
RXN-10125			2.20233e-05	
RXN-10127			2.20233e-05	
RXN-10128			2.20233e-05	
RXN-10129			2.20233e-05	
FORMYLTHFDEFORMYL-RXN			2.1897e-05	
TRANS-RXN0-277			2.18251e-05	1.88142e-05
3.1.13.4-RXN			2.17311e-05	
RXN-12839			2.14468e-05	
RXN0-6576			2.12482e-05	
2.9.1.1-RXN			2.04528e-05	0.000117649
S-ADENOSYLHOMOCYSTEINE-DEAMINASE-RXN			2.03122e-05	
ARYLFORMAMIDASE-RXN			2.02007e-05	4.03931e-05
RXN-17150			2.02007e-05	4.03931e-05
1.6.99.5-RXN			2.01011e-05	
NADH-DEHYDROGENASE-QUINONE-RXN			2.01011e-05	
RXN-20991			2.01011e-05	
RXN-21546			2.01011e-05	
RXN0-5330			2.01011e-05	
RXN0-5330-YEAST			2.01011e-05	
RXN0-7123			2.01011e-05	
HOLOCYTOCHROME-C-SYNTHASE-RXN			2.00595e-05	
1.5.1.7-RXN			2.001e-05	9.12934e-05
RXN-10847			1.92517e-05	
PREPHENATE-TRANSAMINE-RXN			1.89653e-05	
4.2.2.17-RXN			1.84156e-05	3.55134e-05
R342-RXN			1.8026e-05	
3.1.1.69-RXN			1.79844e-05	
GLYOXIII-RXN			1.77616e-05	
RXN-12015			1.76795e-05	
RXN0-4342			1.75013e-05	
2.1.1.130-RXN			1.74909e-05	
RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN			1.74909e-05	
2.6.1.57-RXN			1.73849e-05	
RXN-15200			1.73849e-05	
PUTRESCINE-CARBAMOYLTRANSFERASE-RXN			1.72283e-05	
OLEATE-HYDRATASE-RXN			1.70703e-05	
RXN-8441			1.68864e-05	9.66483e-05
RXN0-361			1.68864e-05	9.66483e-05
URIDINE-NUCLEOSIDASE-RXN			1.68864e-05	9.66483e-05
ORNITHINE-CYCLODEAMINASE-RXN			1.6629e-05	2.32083e-05
7-ALPHA-HYDROXYSTEROID-DEH-RXN			1.65094e-05	
RXN-12019			1.65094e-05	
RXN-16033			1.65094e-05	
NARINGENIN-CHALCONE-SYNTHASE-RXN			1.61379e-05	
RXN-11468			1.61379e-05	
RXN-16324			1.59805e-05	5.16244e-05
RXN-16325			1.59805e-05	
5.3.3.10-RXN			1.53191e-05	
3.4.17.19-RXN			1.49479e-05	
PHOSPHOLIPASE-C-RXN			1.47481e-05	
RXN-17734			1.47481e-05	
RXN-17737			1.47481e-05	
RXN-17738			1.47481e-05	
RXN-17750			1.47481e-05	
RXN-20534			1.47481e-05	
N-CARBAMOYLPUTRESCINE-AMIDASE-RXN			1.45609e-05	
CYTOCHROME-C3-HYDROGENASE-RXN			1.44874e-05	
RXN-14276			1.40441e-05	
RXN-14772			1.40441e-05	
RXN-14778			1.40441e-05	
RXN-14786			1.40441e-05	
RXN-14791			1.40441e-05	
RXN-14794			1.40441e-05	
RXN-14797			1.40441e-05	
RXN-14801			1.40441e-05	
RXN-14805			1.40441e-05	
RXN-19802			1.40441e-05	
RXN-7699			1.40441e-05	
RXN-9545			1.40441e-05	
ARYLSULFATE-SULFOTRANSFERASE-RXN			1.37225e-05	3.45285e-05
GLUTARYL-COA-DEHYDROGENASE-RXN			1.36758e-05	
RUBREDOXIN--NAD+-REDUCTASE-RXN			1.35627e-05	1.84856e-05
RXN-20617			1.3373e-05	
ADENYLYLSULFATASE-RXN			1.32163e-05	
ARGINYLTRANSFERASE-RXN			1.31132e-05	
RXN-17888			1.31132e-05	
RXN-17889			1.31132e-05	
RXN-17890			1.31132e-05	
RXN-17891			1.31132e-05	
RXN-11543			1.26925e-05	
METHYLASPARTATE-AMMONIA-LYASE-RXN			1.25399e-05	
2.5.1.65-RXN			1.21849e-05	
RXN-11841			1.20779e-05	
RXN-10002			1.19646e-05	
4.1.1.81-RXN			1.16016e-05	4.20713e-05
3.4.11.7-RXN			1.13943e-05	
RXN-16190			1.13943e-05	
RXN-16194			1.13943e-05	
RXN-16201			1.13943e-05	
RXN-17955			1.10221e-05	3.83657e-05
RXN-17958			1.10221e-05	3.83657e-05
RXN0-6733			1.10221e-05	3.83657e-05
RXN-10035			1.09381e-05	
ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN			1.07535e-05	
5.1.3.23-RXN			1.06934e-05	
RXN-7566			1.06748e-05	
RXN-15376			1.05654e-05	
RXN-18319			1.05654e-05	
RXN-9999			1.05654e-05	
RXN-10606			1.02814e-05	
RXN-10607			1.02814e-05	
RXN-10608			1.02814e-05	
RXN-10609			1.02814e-05	
RXN-10616			1.02814e-05	
RXN-10617			1.02814e-05	
RXN-10618			1.02814e-05	
RXN-10619			1.02814e-05	
RXN-10784			1.02814e-05	
RXN-11060			1.02814e-05	
RXN-13607			1.02814e-05	
RXN-13608			1.02814e-05	
RXN-14361			1.02814e-05	
RXN-19358			1.02814e-05	
RXN-19359			1.02814e-05	
RXN-19360			1.02814e-05	
RXN-19361			1.02814e-05	
RXN-9000			1.02814e-05	
RXN66-162			1.02814e-05	
RXN66-168			1.02814e-05	
RXN66-83			1.02814e-05	
UDP-GLUCURONOSYLTRANSFERASE-RXN			1.02814e-05	
ARGININE-DEIMINASE-RXN			1.00473e-05	2.3107e-05
RXN-11696			9.61778e-06	
RXN-11852			9.60973e-06	
AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN			8.37519e-06	6.00949e-05
RXN-19124			8.37519e-06	6.00949e-05
PREPHENATE-ASP-TRANSAMINE-RXN			7.93248e-06	
1.20.98.1-RXN			7.51901e-06	
RXN-11110			6.73753e-06	
3-HYDROXY-KYNURENINASE-RXN			6.34049e-06	
KYNURENINASE-RXN			6.34049e-06	
3.4.22.10-RXN			6.11296e-06	
1.21.4.3-RXN			5.22459e-06	2.60986e-05
RXN-8762			3.0689e-06	
2.4.1.115-RXN			2.61248e-06	
PELUDP-RXN			2.61248e-06	
RXN-17675			2.61248e-06	
RXN-7815			2.61248e-06	
RXN1F-775			2.61248e-06	
RXN-15299				0.000298112
ALLANTOINASE-RXN				0.000297246
2.6.1.14-RXN				0.000205495
FERRIC-CHELATE-REDUCTASE-RXN				0.000188982
RXN-20768				0.000188982
RIBITOL-2-DEHYDROGENASE-RXN				0.00015692
RXN0-5126				0.000128943
1.5.1.34-RXN				0.000125819
RXN-13909				0.000125819
RXN-14245				0.000125819
RXN0-7024				0.000114641
GLYOXYLATE-REDUCTASE-NADP+-RXN				0.000110817
ISOCIT-CLEAV-RXN				0.000107442
RXN-11695				0.000105303
RXN-17956				0.000102938
RXN-17959				0.000102938
RXN0-6734				0.000102938
4.3.1.15-RXN				0.000100863
RXN0-17				9.98569e-05
GSADENYLATION-RXN				9.97505e-05
THIKIN-RXN				9.60894e-05
4.3.1.21-RXN				9.12507e-05
RXN-20762				8.88914e-05
RXN0-2281				8.88914e-05
AMINOBUTDEHYDROG-RXN				8.81916e-05
RXN0-7318				8.81916e-05
3.1.3.68-RXN				8.46639e-05
CYTOCHROME-C-PEROXIDASE-RXN				8.43266e-05
AZOBENZENE-REDUCTASE-RXN				8.366e-05
ABC-19-RXN				7.75311e-05
GSDEADENYLATION-RXN				7.64951e-05
RXN-15184				7.53238e-05
RXN-15185				7.53238e-05
TRANS-RXN-167				7.53238e-05
RXN-17772				7.03189e-05
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN				6.84983e-05
RXN-13370				6.84983e-05
RXN-5581				6.84983e-05
RXN0-5293				6.72763e-05
RXN-12445				6.3827e-05
3.4.24.57-RXN				6.2827e-05
RXN0-2461				6.21579e-05
RXN-8801				6.2144e-05
3.2.1.35-RXN				6.17326e-05
RXN-11618				6.17326e-05
RXN-11620				6.17326e-05
RXN-14469				6.08218e-05
4.1.3.17-RXN				5.94537e-05
OXALODECARB-RXN				5.94537e-05
RXN-12074				5.94537e-05
RXN-2464				5.94537e-05
ALLOPHANATE-HYDROLASE-RXN				5.87944e-05
METHYLITACONATE-DELTA-ISOMERASE-RXN				5.64426e-05
DHSHIKIMATE-DEHYDRO-RXN				5.48464e-05
MANNITOL-2-DEHYDROGENASE-RXN				5.45515e-05
SUCCARGDIHYDRO-RXN				5.27889e-05
RXN-111				5.22617e-05
SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN				5.11067e-05
4.2.3.10-RXN				5.06363e-05
RXN0-7090				5.05375e-05
R101-RXN				5.03952e-05
RXN-14905				4.81488e-05
RXN-11032				4.66211e-05
RXN-10000				4.62139e-05
RXN-13750				4.52753e-05
ERYTHRONOLIDE-SYNTHASE-RXN				4.5081e-05
CARNDETRU-RXN				4.49384e-05
2.6.1.82-RXN				4.4654e-05
RXN-6423				4.4654e-05
RXN-13275				4.43816e-05
RXN-10032				4.41125e-05
RXN0-6555				4.31228e-05
RXN0-6941				4.31228e-05
RXN0-7313				4.31228e-05
SUCCGLUDESUCC-RXN				4.30671e-05
3.6.3.21-RXN				4.28461e-05
ABC-12-RXN				4.28461e-05
ABC-13-RXN				4.28461e-05
ABC-14-RXN				4.28461e-05
ABC-3-RXN				4.28461e-05
ABC-37-RXN				4.28461e-05
ABC-4-RXN				4.28461e-05
TRANS-RXN0-222				4.28461e-05
ABC-64-RXN				4.1996e-05
PHOSCHOL-RXN				4.19128e-05
RXN-20531				4.19128e-05
4.2.1.103-RXN				4.183e-05
AMACETOXID-RXN				4.15019e-05
AMINEOXID-RXN				4.15019e-05
AMINEPHEN-RXN				4.15019e-05
RIBONUCLEOSIDE-TRIP-REDUCT-RXN				4.15019e-05
RXN-9597				4.15019e-05
RXN0-723				4.15019e-05
RXN0-724				4.15019e-05
RXN0-745				4.15019e-05
RXN0-746				4.15019e-05
BIS5-ADENOSYL-TRIPHOSPHATASE-RXN				4.07038e-05
3.1.13.3-RXN				3.94888e-05
NADPH-DEHYDROGENASE-FLAVIN-RXN				3.77964e-05
RXN-14429				3.75283e-05
RXN-8771				3.73298e-05
RXN-11635				3.70723e-05
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN				3.70072e-05
FORMATEDEHYDROG-RXN				3.66828e-05
RXN-11237				3.66828e-05
RXN-12148				3.64303e-05
RXN-15096				3.62431e-05
RXN-15181				3.62431e-05
TRANS-RXN-155B				3.62431e-05
R10-RXN				3.5633e-05
2.7.7.1-RXN				3.55134e-05
3.2.1.97-RXN				3.51594e-05
RXN-9509				3.49851e-05
RXN-15297				3.44723e-05
RXN-12613				3.33848e-05
THIAMINASE-RXN				3.33848e-05
RXN0-2042				3.33323e-05
DIPHTINE--AMMONIA-LIGASE-RXN				3.29175e-05
RXN-18594				3.26472e-05
RXN-18595				3.26472e-05
2.4.1.208-RXN				3.22652e-05
UDP-N-ACETYLGLUCOSAMINE-4-EPIMERASE-RXN				3.1591e-05
3.1.1.81-RXN				3.14502e-05
RXN-10047				3.14502e-05
RXN-10048				3.14502e-05
RXN-10049				3.14502e-05
RXN-10050				3.14502e-05
RXN-10051				3.14502e-05
RXN-10052				3.14502e-05
3.4.21.83-RXN				3.1357e-05
2.7.11.24-RXN				3.13557e-05
RXN0-5461				3.08319e-05
RXN-10086				3.04109e-05
RXN-3641				3.04109e-05
RXN-19351				2.92348e-05
FORMIMINOGLUTAMASE-RXN				2.87973e-05
3.4.24.13-RXN				2.86084e-05
RXN-11714				2.86027e-05
FORMYLMETHANOFURAN-DEHYDROGENASE-RXN				2.785e-05
SIROHEME-FERROCHELAT-RXN				2.78242e-05
3.1.3.74-RXN				2.77405e-05
RXN-14046				2.77405e-05
RXN-14181				2.77405e-05
ACETOACETATE-DECARBOXYLASE-RXN				2.64244e-05
BADH-RXN				2.62932e-05
RXN-6382				2.62932e-05
RXN-9758				2.62932e-05
DLACTDEHYDROGFAD-RXN				2.57181e-05
RXN-20917				2.57181e-05
RXN-13221				2.51676e-05
1.5.1.24-RXN				2.51079e-05
AMINOPARATHION-PHOSPHATASE-RXN				2.50987e-05
ARYLDIALKYL-PHOSPHATASE-RXN				2.50987e-05
ARYLDIALKYLPHOSPHATASE-RXN				2.50987e-05
RXN-20725				2.50987e-05
RXN-20731				2.50987e-05
RXN-20732				2.50987e-05
RXN-20733				2.50987e-05
RXN-20734				2.50987e-05
RXN-20735				2.50987e-05
RXN-8743				2.50987e-05
RXN-8746				2.50987e-05
3.2.2.10-RXN				2.50782e-05
RXN-14065				2.50782e-05
TETHYDPICSUCC-RXN				2.44411e-05
RXN0-2361				2.43423e-05
RXN0-7022				2.43423e-05
RXN-14247				2.37155e-05
RXN-9393				2.37155e-05
RXN-9394				2.37155e-05
RXN-9421				2.37155e-05
RXN-9432				2.37155e-05
RXN-9436				2.37155e-05
RXN-9443				2.37155e-05
RXN-9984				2.37155e-05
3.4.21.72-RXN				2.3362e-05
4.1.2.42-RXN				2.32593e-05
RXN-9702				2.32593e-05
RXN-11051				2.26617e-05
1.13.11.9-RXN				2.26374e-05
RXN8J2-140				2.24454e-05
RXN-11726				2.14883e-05
1.2.1.2-RXN				2.14087e-05
RXN-7563				2.06816e-05
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN				2.04502e-05
CYSTATHIONINE-BETA-LYASE-RXN				2.00435e-05
RXN-12729				2.00435e-05
RXN-18212				2.00435e-05
RXN-19544				2.00435e-05
RXN-19547				2.00435e-05
RXN-19550				2.00435e-05
RXN-19552				2.00435e-05
RXN-19554				2.00435e-05
RXN-19556				2.00435e-05
RXN-19558				2.00435e-05
RXN-19560				2.00435e-05
RXN-19562				2.00435e-05
RXN-19583				2.00435e-05
RXN-19586				2.00435e-05
RXN-19596				2.00435e-05
RXN-6763				2.00435e-05
RXN-8052				2.00435e-05
RXN-8054				2.00435e-05
RXNQT-4319				2.00435e-05
RXNQT-4320				2.00435e-05
RXNQT-4321				2.00435e-05
RXNQT-4322				2.00435e-05
RXNQT-4323				2.00435e-05
S-ALKYLCYSTEINE-LYASE-RXN				2.00435e-05
3-HYDROXYBENZOATE-6-MONOOXYGENASE-RXN				1.9312e-05
GALACTURAN-14-ALPHA-GALACTURONIDASE-RXN				1.9312e-05
RXN-16949				1.9312e-05
RXN-16950				1.9312e-05
MALATE-DEHYDROGENASE-ACCEPTOR-RXN				1.89151e-05
RXN-21557				1.89151e-05
RXNI-3				1.89151e-05
3.4.17.14-RXN				1.86768e-05
RXN-15275				1.86768e-05
SELENOCYSTEINE-LYASE-RXN				1.85504e-05
RXN-1241				1.71657e-05
RXN-15943				1.68653e-05
RXN-11334				1.64716e-05
RXN-15605				1.60958e-05
6.4.1.6-RXN				1.59743e-05
RXN-17566				1.59743e-05
3.6.3.16-RXN				1.35506e-05
RXN-17951				1.09194e-05
RXN-8672				1.09194e-05
RXN-8673				1.09194e-05
RXN-8674				1.09194e-05
HOMOACONITATE-HYDRATASE-RXN				9.80422e-06
GLUCOSE-1-DEHYDROGENASE-RXN				9.67367e-06
RXN-9777				9.63843e-06
1.1.1.188-RXN				8.91372e-06
RXN-21136				8.91372e-06
RXN-7774				8.30441e-06
SUCCSEMIALDDEHYDROG-RXN				6.84877e-06
